;regiao;estado;municipio;coduf;codmun;codRegiaoSaude;nomeRegiaoSaude;data;semanaEpi;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;interior/metropolitana;Acumulados_100mil;ObitosAcumulados_100mil
2957;Sudeste;MG;São Francisco de Paula;31;316120.0;31088.0;OLIVEIRA/SANTO ANTONIO DO AMPARO;2021-02-25;8;6527.0;137;0;1;0;0.0;0.00137;1e-05
2958;Sudeste;MG;São Francisco de Sales;31;316130.0;31071.0;FRUTAL / ITURAMA;2021-02-25;8;6238.0;188;1;6;0;0.0;0.00188;6e-05
2959;Sudeste;MG;São Francisco do Glória;31;316140.0;31045.0;MURIAE;2021-02-25;8;4844.0;189;0;3;0;0.0;0.00189;3e-05
2960;Sudeste;MG;São Geraldo;31;316150.0;31048.0;UBA;2021-02-25;8;12366.0;501;0;12;0;0.0;0.00501;0.00012
2961;Sudeste;MG;São Geraldo da Piedade;31;316160.0;31036.0;GOVERNADOR VALADARES;2021-02-25;8;3962.0;130;0;8;0;0.0;0.0013;8e-05
2962;Sudeste;MG;São Geraldo do Baixio;31;316165.0;31036.0;GOVERNADOR VALADARES;2021-02-25;8;4012.0;81;0;4;0;0.0;0.00081;4e-05
2963;Sudeste;MG;São Gonçalo do Abaeté;31;316170.0;31057.0;PATOS DE MINAS;2021-02-25;8;8389.0;131;3;4;0;0.0;0.00131;4e-05
2964;Sudeste;MG;São Gonçalo do Pará;31;316180.0;31086.0;DIVINOPOLIS;2021-02-25;8;12411.0;212;0;8;0;0.0;0.00212;8e-05
2965;Sudeste;MG;São Gonçalo do Rio Abaixo;31;316190.0;31021.0;ITABIRA;2021-02-25;8;10920.0;677;1;8;0;0.0;0.00677;8e-05
2966;Sudeste;MG;São Gonçalo do Sapucaí;31;316200.0;31012.0;VARGINHA;2021-02-25;8;25449.0;430;4;8;0;0.0;0.0043;8e-05
2967;Sudeste;MG;São Gotardo;31;316210.0;31082.0;SAO GOTARDO;2021-02-25;8;35469.0;2058;4;44;0;0.0;0.02058;0.00044
2968;Sudeste;MG;São João Batista do Glória;31;316220.0;31092.0;PASSOS;2021-02-25;8;7453.0;516;3;10;0;0.0;0.00516;0.0001
2969;Sudeste;MG;São João da Lagoa;31;316225.0;31050.0;CORACAO DE JESUS;2021-02-25;8;4915.0;52;0;1;0;0.0;0.00052;1e-05
2970;Sudeste;MG;São João da Mata;31;316230.0;31007.0;POUSO ALEGRE;2021-02-25;8;2749.0;81;1;1;0;0.0;0.00081;1e-05
2971;Sudeste;MG;São João da Ponte;31;316240.0;31049.0;BRASILIA DE MINAS/SAO FRANCISCO;2021-02-25;8;25165.0;345;0;14;0;0.0;0.00345;0.00014
2972;Sudeste;MG;São João das Missões;31;316245.0;31076.0;MANGA;2021-02-25;8;13014.0;186;7;1;0;0.0;0.00186;1e-05
2973;Sudeste;MG;São João del Rei;31;316250.0;31015.0;SAO JOAO DEL REI;2021-02-25;8;90082.0;3146;22;51;0;0.0;0.03146;0.00051
2974;Sudeste;MG;São João do Manhuaçu;31;316255.0;31059.0;MANHUACU;2021-02-25;8;11559.0;495;0;18;0;0.0;0.00495;0.00018
2975;Sudeste;MG;São João do Manteninha;31;316257.0;31038.0;MANTENA;2021-02-25;8;5859.0;312;5;4;0;0.0;0.00312;4e-05
2976;Sudeste;MG;São João do Oriente;31;316260.0;31037.0;IPATINGA;2021-02-25;8;7498.0;508;0;15;0;0.0;0.00508;0.00015
2977;Sudeste;MG;São João do Pacuí;31;316265.0;31050.0;CORACAO DE JESUS;2021-02-25;8;4419.0;7;0;0;0;0.0;7e-05;0.0
2978;Sudeste;MG;São João do Paraíso;31;316270.0;31085.0;TAIOBEIRAS;2021-02-25;8;23618.0;970;29;15;0;0.0;0.0097;0.00015
2979;Sudeste;MG;São João Evangelista;31;316280.0;31080.0;PECANHA/SAO JOAO EVANGELISTA;2021-02-25;8;15774.0;422;0;4;0;0.0;0.00422;4e-05
2980;Sudeste;MG;São João Nepomuceno;31;316290.0;31047.0;SAO JOAO NEPOMUCENO / BICAS;2021-02-25;8;26361.0;1261;6;16;0;0.0;0.01261;0.00016
2981;Sudeste;MG;São Joaquim de Bicas;31;316292.0;31017.0;BETIM;2021-02-25;8;31578.0;878;0;47;1;1.0;0.00878;0.00047
2982;Sudeste;MG;São José da Barra;31;316294.0;31092.0;PASSOS;2021-02-25;8;7426.0;193;2;3;0;0.0;0.00193;3e-05
2983;Sudeste;MG;São José da Lapa;31;316295.0;31025.0;VESPASIANO;2021-02-25;8;23766.0;1105;2;16;0;1.0;0.01105;0.00016
2984;Sudeste;MG;São José da Safira;31;316300.0;31036.0;GOVERNADOR VALADARES;2021-02-25;8;4268.0;212;0;4;0;0.0;0.00212;4e-05
2985;Sudeste;MG;São José da Varginha;31;316310.0;31032.0;PARA DE MINAS;2021-02-25;8;5004.0;72;2;0;0;0.0;0.00072;0.0
2986;Sudeste;MG;São José do Alegre;31;316320.0;31003.0;ITAJUBA;2021-02-25;8;4196.0;57;0;2;0;0.0;0.00057;2e-05
2987;Sudeste;MG;São José do Divino;31;316330.0;31096.0;ITAMBACURI;2021-02-25;8;3860.0;100;0;3;0;0.0;0.001;3e-05
2988;Sudeste;MG;São José do Goiabal;31;316340.0;31060.0;PONTE NOVA;2021-02-25;8;5420.0;195;1;4;0;0.0;0.00195;4e-05
2989;Sudeste;MG;São José do Jacuri;31;316350.0;31080.0;PECANHA/SAO JOAO EVANGELISTA;2021-02-25;8;6453.0;146;1;1;0;0.0;0.00146;1e-05
2990;Sudeste;MG;São José do Mantimento;31;316360.0;31059.0;MANHUACU;2021-02-25;8;2791.0;141;0;2;0;0.0;0.00141;2e-05
2991;Sudeste;MG;São Lourenço;31;316370.0;31008.0;SAO LOURENCO;2021-02-25;8;45851.0;2336;11;31;0;0.0;0.02336;0.00031
2992;Sudeste;MG;São Miguel do Anta;31;316380.0;31061.0;VICOSA;2021-02-25;8;6938.0;120;0;2;0;0.0;0.0012;2e-05
2993;Sudeste;MG;São Pedro da União;31;316390.0;31002.0;GUAXUPE;2021-02-25;8;4659.0;131;0;0;0;0.0;0.00131;0.0
2994;Sudeste;MG;São Pedro dos Ferros;31;316400.0;31060.0;PONTE NOVA;2021-02-25;8;7781.0;175;1;4;0;0.0;0.00175;4e-05
2995;Sudeste;MG;São Pedro do Suaçuí;31;316410.0;31080.0;PECANHA/SAO JOAO EVANGELISTA;2021-02-25;8;5246.0;130;0;1;0;0.0;0.0013;1e-05
2996;Sudeste;MG;São Romão;31;316420.0;31049.0;BRASILIA DE MINAS/SAO FRANCISCO;2021-02-25;8;12337.0;110;4;3;0;0.0;0.0011;3e-05
2997;Sudeste;MG;São Roque de Minas;31;316430.0;31093.0;PIUMHI;2021-02-25;8;7051.0;84;3;0;0;0.0;0.00084;0.0
2998;Sudeste;MG;São Sebastião da Bela Vista;31;316440.0;31007.0;POUSO ALEGRE;2021-02-25;8;5504.0;178;2;5;0;0.0;0.00178;5e-05
2999;Sudeste;MG;São Sebastião da Vargem Alegre;31;316443.0;31045.0;MURIAE;2021-02-25;8;3007.0;205;0;1;0;0.0;0.00205;1e-05
3000;Sudeste;MG;São Sebastião do Anta;31;316447.0;31034.0;CARATINGA;2021-02-25;8;6555.0;118;0;5;0;0.0;0.00118;5e-05
3001;Sudeste;MG;São Sebastião do Maranhão;31;316450.0;31081.0;SANTA MARIA DO SUACUI;2021-02-25;8;10044.0;177;0;0;0;0.0;0.00177;0.0
3002;Sudeste;MG;São Sebastião do Oeste;31;316460.0;31086.0;DIVINOPOLIS;2021-02-25;8;6775.0;153;0;3;0;0.0;0.00153;3e-05
3003;Sudeste;MG;São Sebastião do Paraíso;31;316470.0;31009.0;SAO SEBASTIAO DO PARAISO;2021-02-25;8;70956.0;2804;40;95;0;0.0;0.02804;0.00095
3004;Sudeste;MG;São Sebastião do Rio Preto;31;316480.0;31021.0;ITABIRA;2021-02-25;8;1506.0;50;0;2;0;0.0;0.0005;2e-05
3005;Sudeste;MG;São Sebastião do Rio Verde;31;316490.0;31008.0;SAO LOURENCO;2021-02-25;8;2241.0;92;0;0;0;0.0;0.00092;0.0
3006;Sudeste;MG;São Tiago;31;316500.0;31015.0;SAO JOAO DEL REI;2021-02-25;8;10941.0;151;0;7;0;0.0;0.00151;7e-05
3007;Sudeste;MG;São Tomás de Aquino;31;316510.0;31009.0;SAO SEBASTIAO DO PARAISO;2021-02-25;8;7021.0;183;2;11;0;0.0;0.00183;0.00011
3008;Sudeste;MG;São Tomé das Letras;31;316520.0;31010.0;TRES CORACOES;2021-02-25;8;7089.0;56;0;0;0;0.0;0.00056;0.0
3009;Sudeste;MG;São Vicente de Minas;31;316530.0;31015.0;SAO JOAO DEL REI;2021-02-25;8;7753.0;84;0;2;0;0.0;0.00084;2e-05
3010;Sudeste;MG;Sapucaí-Mirim;31;316540.0;31003.0;ITAJUBA;2021-02-25;8;6930.0;130;0;3;0;0.0;0.0013;3e-05
3011;Sudeste;MG;Sardoá;31;316550.0;31036.0;GOVERNADOR VALADARES;2021-02-25;8;6300.0;187;0;5;0;0.0;0.00187;5e-05
3012;Sudeste;MG;Sarzedo;31;316553.0;31018.0;CONTAGEM;2021-02-25;8;32752.0;938;4;29;0;1.0;0.00938;0.00029
3013;Sudeste;MG;Setubinha;31;316555.0;31099.0;TEOFILO OTONI / MALACACHETA;2021-02-25;8;12258.0;111;1;2;0;0.0;0.00111;2e-05
3014;Sudeste;MG;Sem-Peixe;31;316556.0;31060.0;PONTE NOVA;2021-02-25;8;2633.0;54;0;1;0;0.0;0.00054;1e-05
3015;Sudeste;MG;Senador Amaral;31;316557.0;31007.0;POUSO ALEGRE;2021-02-25;8;5356.0;250;0;5;0;0.0;0.0025;5e-05
3016;Sudeste;MG;Senador Cortes;31;316560.0;31047.0;SAO JOAO NEPOMUCENO / BICAS;2021-02-25;8;2005.0;79;4;1;0;0.0;0.00079;1e-05
3017;Sudeste;MG;Senador Firmino;31;316570.0;31048.0;UBA;2021-02-25;8;7812.0;225;5;5;0;0.0;0.00225;5e-05
3018;Sudeste;MG;Senador José Bento;31;316580.0;31007.0;POUSO ALEGRE;2021-02-25;8;1502.0;83;0;2;0;0.0;0.00083;2e-05
3019;Sudeste;MG;Senador Modestino Gonçalves;31;316590.0;31026.0;DIAMANTINA;2021-02-25;8;4156.0;19;0;2;0;0.0;0.00019;2e-05
3020;Sudeste;MG;Senhora de Oliveira;31;316600.0;31079.0;CONSELHEIRO LAFAIETE;2021-02-25;8;5786.0;47;0;3;0;0.0;0.00047;3e-05
3021;Sudeste;MG;Senhora do Porto;31;316610.0;31020.0;GUANHAES;2021-02-25;8;3523.0;26;0;0;0;0.0;0.00026;0.0
3022;Sudeste;MG;Senhora dos Remédios;31;316620.0;31013.0;BARBACENA;2021-02-25;8;10459.0;125;0;5;0;0.0;0.00125;5e-05
3023;Sudeste;MG;Sericita;31;316630.0;31060.0;PONTE NOVA;2021-02-25;8;7326.0;75;5;0;0;0.0;0.00075;0.0
3024;Sudeste;MG;Seritinga;31;316640.0;31008.0;SAO LOURENCO;2021-02-25;8;1851.0;18;0;0;0;0.0;0.00018;0.0
3025;Sudeste;MG;Serra Azul de Minas;31;316650.0;31095.0;SERRO;2021-02-25;8;4293.0;43;0;0;0;0.0;0.00043;0.0
3026;Sudeste;MG;Serra da Saudade;31;316660.0;31028.0;BOM DESPACHO;2021-02-25;8;781.0;22;0;0;0;0.0;0.00022;0.0
3027;Sudeste;MG;Serra dos Aimorés;31;316670.0;31066.0;NANUQUE;2021-02-25;8;8699.0;363;2;10;0;0.0;0.00363;0.0001
3028;Sudeste;MG;Serra do Salitre;31;316680.0;31057.0;PATOS DE MINAS;2021-02-25;8;11582.0;674;31;15;0;0.0;0.00674;0.00015
3029;Sudeste;MG;Serrania;31;316690.0;31001.0;ALFENAS / MACHADO;2021-02-25;8;7669.0;74;1;3;0;0.0;0.00074;3e-05
3030;Sudeste;MG;Serranópolis de Minas;31;316695.0;31052.0;JANAUBA/MONTE AZUL;2021-02-25;8;4781.0;75;2;0;0;0.0;0.00075;0.0
3031;Sudeste;MG;Serranos;31;316700.0;31008.0;SAO LOURENCO;2021-02-25;8;1963.0;11;2;0;0;0.0;0.00011;0.0
3032;Sudeste;MG;Serro;31;316710.0;31095.0;SERRO;2021-02-25;8;20966.0;449;12;6;0;0.0;0.00449;6e-05
3033;Sudeste;MG;Sete Lagoas;31;316720.0;31024.0;SETE LAGOAS;2021-02-25;8;239639.0;10520;90;85;1;0.0;0.1052;0.00085
3034;Sudeste;MG;Silveirânia;31;316730.0;31048.0;UBA;2021-02-25;8;2261.0;43;0;1;0;0.0;0.00043;1e-05
3035;Sudeste;MG;Silvianópolis;31;316740.0;31007.0;POUSO ALEGRE;2021-02-25;8;6238.0;89;0;6;1;0.0;0.00089;6e-05
3036;Sudeste;MG;Simão Pereira;31;316750.0;31097.0;JUIZ DE FORA;2021-02-25;8;2615.0;103;4;3;0;0.0;0.00103;3e-05
3037;Sudeste;MG;Simonésia;31;316760.0;31059.0;MANHUACU;2021-02-25;8;19633.0;592;1;13;0;0.0;0.00592;0.00013
3038;Sudeste;MG;Sobrália;31;316770.0;31036.0;GOVERNADOR VALADARES;2021-02-25;8;5553.0;128;1;10;1;0.0;0.00128;0.0001
3039;Sudeste;MG;Soledade de Minas;31;316780.0;31008.0;SAO LOURENCO;2021-02-25;8;6151.0;157;0;0;0;0.0;0.00157;0.0
3040;Sudeste;MG;Tabuleiro;31;316790.0;31048.0;UBA;2021-02-25;8;3750.0;85;1;2;0;0.0;0.00085;2e-05
3041;Sudeste;MG;Taiobeiras;31;316800.0;31085.0;TAIOBEIRAS;2021-02-25;8;34132.0;1141;13;10;0;0.0;0.01141;0.0001
3042;Sudeste;MG;Taparuba;31;316805.0;31059.0;MANHUACU;2021-02-25;8;3110.0;175;1;4;0;0.0;0.00175;4e-05
3043;Sudeste;MG;Tapira;31;316810.0;31070.0;ARAXA;2021-02-25;8;4773.0;162;1;1;0;0.0;0.00162;1e-05
3044;Sudeste;MG;Tapiraí;31;316820.0;31030.0;FORMIGA;2021-02-25;8;1875.0;33;0;0;0;0.0;0.00033;0.0
3045;Sudeste;MG;Taquaraçu de Minas;31;316830.0;31016.0;BELO HORIZONTE/ NOVA LIMA/ CAETE ;2021-02-25;8;4077.0;133;0;5;0;1.0;0.00133;5e-05
3046;Sudeste;MG;Tarumirim;31;316840.0;31036.0;GOVERNADOR VALADARES;2021-02-25;8;14326.0;280;0;15;0;0.0;0.0028;0.00015
3047;Sudeste;MG;Teixeiras;31;316850.0;31061.0;VICOSA;2021-02-25;8;11661.0;241;4;4;1;0.0;0.00241;4e-05
3048;Sudeste;MG;Teófilo Otoni;31;316860.0;31099.0;TEOFILO OTONI / MALACACHETA;2021-02-25;8;140592.0;6361;65;148;0;0.0;0.06361;0.00148
3049;Sudeste;MG;Timóteo;31;316870.0;31035.0;CORONEL FABRICIANO/TIMOTEO;2021-02-25;8;89842.0;5998;69;149;0;0.0;0.05998;0.00149
3050;Sudeste;MG;Tiradentes;31;316880.0;31015.0;SAO JOAO DEL REI;2021-02-25;8;7981.0;231;0;3;0;0.0;0.00231;3e-05
3051;Sudeste;MG;Tiros;31;316890.0;31082.0;SAO GOTARDO;2021-02-25;8;6480.0;188;6;4;0;0.0;0.00188;4e-05
3052;Sudeste;MG;Tocantins;31;316900.0;31048.0;UBA;2021-02-25;8;16659.0;993;1;12;0;0.0;0.00993;0.00012
3053;Sudeste;MG;Tocos do Moji;31;316905.0;31007.0;POUSO ALEGRE;2021-02-25;8;4101.0;85;0;1;0;0.0;0.00085;1e-05
3054;Sudeste;MG;Toledo;31;316910.0;31007.0;POUSO ALEGRE;2021-02-25;8;6258.0;210;0;17;0;0.0;0.0021;0.00017
3055;Sudeste;MG;Tombos;31;316920.0;31042.0;CARANGOLA;2021-02-25;8;8022.0;653;-47;8;0;0.0;0.00653;8e-05
3056;Sudeste;MG;Três Corações;31;316930.0;31010.0;TRES CORACOES;2021-02-25;8;79482.0;2827;8;69;1;0.0;0.02827;0.00069
3057;Sudeste;MG;Três Marias;31;316935.0;31019.0;CURVELO;2021-02-25;8;32356.0;909;0;26;0;0.0;0.00909;0.00026
3058;Sudeste;MG;Três Pontas;31;316940.0;31011.0;TRES PONTAS;2021-02-25;8;56746.0;2614;0;44;0;0.0;0.02614;0.00044
3059;Sudeste;MG;Tumiritinga;31;316950.0;31036.0;GOVERNADOR VALADARES;2021-02-25;8;6732.0;185;0;3;0;0.0;0.00185;3e-05
3060;Sudeste;MG;Tupaciguara;31;316960.0;31075.0;UBERLANDIA / ARAGUARI;2021-02-25;8;25327.0;1177;16;22;1;0.0;0.01177;0.00022
3061;Sudeste;MG;Turmalina;31;316970.0;31027.0;TURMALINA/MINAS NOVAS/CAPELINHA;2021-02-25;8;19964.0;495;11;5;0;0.0;0.00495;5e-05
3062;Sudeste;MG;Turvolândia;31;316980.0;31007.0;POUSO ALEGRE;2021-02-25;8;5040.0;31;1;2;0;0.0;0.00031;2e-05
3063;Sudeste;MG;Ubá;31;316990.0;31048.0;UBA;2021-02-25;8;115552.0;5937;0;106;1;0.0;0.05937;0.00106
3064;Sudeste;MG;Ubaí;31;317000.0;31049.0;BRASILIA DE MINAS/SAO FRANCISCO;2021-02-25;8;12533.0;114;0;1;0;0.0;0.00114;1e-05
3065;Sudeste;MG;Ubaporanga;31;317005.0;31034.0;CARATINGA;2021-02-25;8;12471.0;1069;0;30;1;0.0;0.01069;0.0003
3066;Sudeste;MG;Uberaba;31;317010.0;31072.0;UBERABA;2021-02-25;8;333783.0;14963;125;337;8;0.0;0.14963;0.00337
3067;Sudeste;MG;Uberlândia;31;317020.0;31075.0;UBERLANDIA / ARAGUARI;2021-02-25;8;691305.0;66286;529;1009;21;0.0;0.66286;0.01009
3068;Sudeste;MG;Umburatiba;31;317030.0;31062.0;AGUAS FORMOSAS;2021-02-25;8;2611.0;113;6;1;0;0.0;0.00113;1e-05
3069;Sudeste;MG;Unaí;31;317040.0;31058.0;UNAI;2021-02-25;8;84378.0;5066;77;79;0;0.0;0.05066;0.00079
3070;Sudeste;MG;União de Minas;31;317043.0;31071.0;FRUTAL / ITURAMA;2021-02-25;8;4304.0;140;2;2;0;0.0;0.0014;2e-05
3071;Sudeste;MG;Uruana de Minas;31;317047.0;31058.0;UNAI;2021-02-25;8;3264.0;42;0;0;0;0.0;0.00042;0.0
3072;Sudeste;MG;Urucânia;31;317050.0;31060.0;PONTE NOVA;2021-02-25;8;10358.0;579;0;13;0;0.0;0.00579;0.00013
3073;Sudeste;MG;Urucuia;31;317052.0;31049.0;BRASILIA DE MINAS/SAO FRANCISCO;2021-02-25;8;16865.0;98;0;3;0;0.0;0.00098;3e-05
3074;Sudeste;MG;Vargem Alegre;31;317057.0;31034.0;CARATINGA;2021-02-25;8;6480.0;265;0;9;0;0.0;0.00265;9e-05
3075;Sudeste;MG;Vargem Bonita;31;317060.0;31093.0;PIUMHI;2021-02-25;8;2153.0;54;0;1;0;0.0;0.00054;1e-05
3076;Sudeste;MG;Vargem Grande do Rio Pardo;31;317065.0;31085.0;TAIOBEIRAS;2021-02-25;8;5007.0;70;0;0;0;0.0;0.0007;0.0
3077;Sudeste;MG;Varginha;31;317070.0;31012.0;VARGINHA;2021-02-25;8;135558.0;5873;70;109;0;0.0;0.05873;0.00109
3078;Sudeste;MG;Varjão de Minas;31;317075.0;31057.0;PATOS DE MINAS;2021-02-25;8;7036.0;277;8;6;1;0.0;0.00277;6e-05
3079;Sudeste;MG;Várzea da Palma;31;317080.0;31055.0;PIRAPORA;2021-02-25;8;39493.0;1324;6;17;0;0.0;0.01324;0.00017
3080;Sudeste;MG;Varzelândia;31;317090.0;31049.0;BRASILIA DE MINAS/SAO FRANCISCO;2021-02-25;8;19320.0;301;0;8;0;0.0;0.00301;8e-05
3081;Sudeste;MG;Vazante;31;317100.0;31057.0;PATOS DE MINAS;2021-02-25;8;20590.0;1839;12;16;1;0.0;0.01839;0.00016
3082;Sudeste;MG;Verdelândia;31;317103.0;31052.0;JANAUBA/MONTE AZUL;2021-02-25;8;9355.0;146;5;3;0;0.0;0.00146;3e-05
3083;Sudeste;MG;Veredinha;31;317107.0;31027.0;TURMALINA/MINAS NOVAS/CAPELINHA;2021-02-25;8;5720.0;34;0;0;0;0.0;0.00034;0.0
3084;Sudeste;MG;Veríssimo;31;317110.0;31072.0;UBERABA;2021-02-25;8;3999.0;78;6;1;0;0.0;0.00078;1e-05
3085;Sudeste;MG;Vermelho Novo;31;317115.0;31034.0;CARATINGA;2021-02-25;8;4839.0;143;2;3;0;0.0;0.00143;3e-05
3086;Sudeste;MG;Vespasiano;31;317120.0;31025.0;VESPASIANO;2021-02-25;8;127601.0;1388;0;61;0;1.0;0.01388;0.00061
3087;Sudeste;MG;Viçosa;31;317130.0;31061.0;VICOSA;2021-02-25;8;78846.0;3400;34;26;1;0.0;0.034;0.00026
3088;Sudeste;MG;Vieiras;31;317140.0;31045.0;MURIAE;2021-02-25;8;3608.0;198;4;3;0;0.0;0.00198;3e-05
3089;Sudeste;MG;Mathias Lobato;31;317150.0;31036.0;GOVERNADOR VALADARES;2021-02-25;8;3203.0;178;0;4;0;0.0;0.00178;4e-05
3090;Sudeste;MG;Virgem da Lapa;31;317160.0;31064.0;ARACUAI;2021-02-25;8;13752.0;302;7;2;0;0.0;0.00302;2e-05
3091;Sudeste;MG;Virgínia;31;317170.0;31008.0;SAO LOURENCO;2021-02-25;8;8674.0;126;0;1;0;0.0;0.00126;1e-05
3092;Sudeste;MG;Virginópolis;31;317180.0;31020.0;GUANHAES;2021-02-25;8;10510.0;324;2;3;0;0.0;0.00324;3e-05
3093;Sudeste;MG;Virgolândia;31;317190.0;31036.0;GOVERNADOR VALADARES;2021-02-25;8;5380.0;135;0;6;0;0.0;0.00135;6e-05
3094;Sudeste;MG;Visconde do Rio Branco;31;317200.0;31048.0;UBA;2021-02-25;8;42564.0;2094;11;50;0;0.0;0.02094;0.0005
3095;Sudeste;MG;Volta Grande;31;317210.0;31041.0;ALEM  PARAIBA;2021-02-25;8;5252.0;99;0;2;0;0.0;0.00099;2e-05
3096;Sudeste;MG;Wenceslau Braz;31;317220.0;31003.0;ITAJUBA;2021-02-25;8;2552.0;62;0;0;0;0.0;0.00062;0.0
